country,language,status,age,gender,nflights,flight_latest,flight_type,flight_purpose,flight_class,nps,reputation,sat1,sat2,sat3,overall_sat,loy1,loy2,loy3,loy4,loy5,com1,com2,com3,e1,s1,e2,s2,e3,s3,e4,s4,e5,s5,e6,s6,e7,s7,e8,s8,e9,s9,e10,s10,e11,s11,e12,s12,e13,s13,e14,s14,e15,s15,e16,s16,e17,s17,e18,s18,e19,s19,e20,s20,e21,s21,e22,s22,e23,s23,commitment
1,1,1,63,1,3,4,2,2,3,7,5,4,5,4,3,4,4,4,4,5,4,4,4,53,33,100,50,100,40,95,50,84,78,81,50,87,54,88,35,90,50,100,34,92,21, , ,87,12,87,37,69,50,55,38,62,44,73,66,79,44,72,67,100,54,43,34,88,35,4
1,1,1,74,2,6,6,1,2,3,2,5,3,5,3,4,1,1,1,1,3,1,1,1,88,7,33,17,80,28,85,8,21,22,29,42,80,50,51,50,70,50,79,50,78,50,50,50,38,50,50,50,65,50,64,50,62,50,73,37,23,50,50,50,50,50,19,20,82,19,1
1,1,1,43,2,12,3,1,1,3,6,6,5,4,4,4,4,5,4,7,7,6,5,5,97,46,95,78,87,72,88,85,96,48,76,25,92,16,79,22,85,43,100,76,93,69,89,42,52,49,97,58,54,52,76,52,86,27,80,55,89,32,100,51,96,44,53,76,88,59,5.333333333333333
1,1,2,54,2,24,3,2,1,2,8,6,5,5,5,3,4,5,3,4,5,3,3,3,97,48,98,46,98,47,94,45,97,34,97,45,97,34,96,45,84,47,83,46,88,44,62,50,88,58,98,38,86,53,84,54,97,51,96,53,77,51,87,53,98,40,95,45,98,14,3
1,1,1,19,2,3,4,2,2,2,10,7,7,6,7,5,7,6,6,7,7,7,6,6,50,50,50,100,81,100,83,100,77,51,74,47,81,47,76,46,50,100,100,39,100,43,100,50,100,46,50,72,57,78,100,100,100,100,100,100,100,60,100,100,77,100,100,44,100,50,6.333333333333333
1,1,2,54,2,12,6,1,1,3,9,6,6,5,6,5,6,6,6,6,7,6,6,4,100,41,100,47,96,50,100,48,100,47,100,42,100,37, , ,100,50,100,50,98,50,74,50,86,50,100,44,51,2,50,6,100,51,100,52,63,50,95,59,100,48,22,44,100,44,5.333333333333333
1,1,1,58,2,4,5,1,2,3,6,6,4,4,5,3,4,5,4,4,5,3,2,6,100,61,99,99,99,88,100,26,100,30,100,41,100,32,100,58,100,100,100,74,100,90,100,99,100,87,100,71,100,44,100,100,100,100,100,100,100,75,100,98,73,73,100,81,100,33,3.6666666666666665
1,1,2,53,2,8,3,2,1,2,10,5,6,6,5,5,6,5,5,6,5,5,5,7,78,82,84,76,70,53,88,76,74,60,76,67,84,68,65,62,80,72,78,44,80,79,75,60,81,48,72,66,77,69,72,62,72,76,68,63,64,55,71,62,70,59,84,65,53,44,5.666666666666667
1,2,2,31,2,25,2,1,1,3,7,5,4,3,3,2,3,3,3,4,4,1,1,1,73,65,42,36,10,2,64,56,38,45,42,45,43,44,33,38,50,50,35,21,37,45,31,29,27,34,8,1,34,19,28,23,33,31,41,39,38,30,44,33,65,43,40,36,31,12,1
1,1,1,55,2,1,5,1,2,3,8,6,5,5,4,6,4,5,5,4,5,2,2,3,93,61,91,68,96,53,91,56,94,48,95,56,96,65,93,69,100,77,99,81,100,83,100,81,100,92,91,60,89,37,33,39,88,47,91,53,35,34,64,41,97,55,88,44,84,78,2.3333333333333335
1,1,3,47,2,30,4,1,1,3,7,6,5,5,5,4,4,4,4,4,6,5,5,7,83,63,86,55,92,61,93,58,100,57,100,42,100,31,100,43,100,58,100,54,100,40,100,57,100,53,100,58,87,43,100,41,100,47,100,57,100,47,100,56,90,60,43,48,100,53,5.666666666666667
1,1,1,32,1,3,4,1,2,3,9,6,6,6,5,5,6,6,6,7,5,7,3,6,83,98,27,5,41,50,100,50,71,44,67,35,66,33,74,32,90,95,46,44,47,40,50,46,56,58,54,50,47,17,45,38,28,19,23,9,40,36,36,15,65,66,47,44,47,46,5.333333333333333
1,1,2,46,2,16,3,1,1,3,9,5,5,4,5,1,5,5,3,5,6,2,2,2,100,49,100,49,100,33,100,5,75,54,52,39,71,41,54,36,99,67,100,48,100,60,100,70,100,60, , ,77,39,84,45,74,61,76,61,71,61,73,67,68,43,100,38,89,28,2
1,1,1,49,2,2,6,1,1,3,11,7,7,6,6,3,6,6,6,6,6,2,2,1,99,71,50,50,85,59,66,65,50,50,77,49,100,37,50,50,77,62,50,50,50,50,21,75,100,50,80,63,50,50,20,50,82,91,64,69,62,80,70,87,74,50,72,50,98,35,1.6666666666666667
1,1,1,34,2,30,4,1,2,3,6,4,4,2,3,2,2,2,2,1,4,1,1,1,100,50,100,50,100,50,100,50,100,28,100,25,100,26,100,24,100,49,100,36,100,36,100,50,100,31,100,38,100,35,100,27,100,37,100,39,100,32,100,50,100,50,100,17,51,17,1
1,1,1,67,2,6,3,2,2,2,9,6,6,5,5,5,5,6,5,6,6,5,5,6,83,86,94,88,89,89,92,86,79,79,79,77,82,63,83,80,87,86,88,82,89,86,78,83,89,85,74,79,71,77,76,76,81,81,73,33,73,79,67,73,80,80,85,85,83,73,5.333333333333333
1,1,2,56,2,8,5,1,2,3,8,6,6,5,4,5,5,6,6,5,6,5,5,2,100,51,100,51,100,50,100,69,95,46,100,31,93,45,96,46,100,63,93,47,100,36,51,50,100,39,100,49,93,97,100,50,100,33,100,29,100,25,88,32,96,51,83,51,97,38,4
1,1,2,53,2,4,5,2,1,3,10,6,5,5,6,5,6,6,6,6,6,5,5,5,100,96,100,93,100,91,100,93,100,80,100,56,100,51,100,55,100,94,97,68,100,95,87,64,100,92,100,95,100,94,100,88,100,93,100,91,98,91,100,79,100,70,100,65,95,70,5
1,1,2,48,2,26,2,2,2,3,8,7,6,5,4,5,5,5,5,5,6,4,4,5,91,41,93,33,92,48,96,23,86,43,89,50,88,62,88,52,93,75,89,49,92,66,51,51,92,42,91,43,90,50,70,51,92,60,91,62,89,52,91,51,94,52,86,45,89,50,4.333333333333333
1,1,1,32,2,6,5,1,1,3,10,6,5,6,5,4,5,5,5,6,6,4,5,6, , , , , , , , , , , , ,99,37, , , , , , , , , , , , ,95,58,100,49,98,43,100,65,98,56,100,53,100,46, , , , ,100,30,5
1,1,1,47,1,3,4,1,2,3,6,5,4,3,4,5,4,4,4,5,5,5,5,6,82,41,84,32,82,26,85,35,67,40,68,43,83,63,68,41,83,63,97,88,93,46,71,60,93,64,70,24,43,46,70,43,71,28,69,41,40,20,70,44,76,66,75,44,75,40,5.333333333333333
1,1,1,54,1,20,2,1,1,3,11,7,7,7,7,7,7,7,7,7,7,7,7,7,63,62,80,81, , ,27,21,100,78,100,79,99,78,100,90,100,100,100,100,100,100,100,100,100,100,90,92,24,31, , ,100,98,74,92, , ,99,86,100,100, , ,100,99,7
1,1,3,50,2,30,3,1,1,2,10,7,6,6,5,6,3,6,5,6,6,6,6,7,100,10,100,1,100,57,100,3,87,65,70,68,100,72,87,61,100,95,100,60,100,91,100,64,100,69, , ,97,74,99,2,54,89,78,67,89,57,100,72,100,79,100,66,64,73,6.333333333333333
1,1,1,49,1,2,6,1,2,3,11,7,7,7,5,7,7,7,7,7,7,5,5,1,100,66,74,55,92,60,61,59,70,55,69,58,75,53,69,56,88,61,100,57,91,42,88,74,86,49,78,41,76,34,83,36,75,70,72,62,82,41,80,76,78,74,56,54,82,75,3.6666666666666665
1,1,1,66,2,3,3,2,2,3,11,7,6,4,5,4,7,5,5,5,5,1,1,1,100,98,100,16,79,71,100,1, , ,74,71,84,79, , ,100,84,83,81,91,72,91,76,100,98,40,37,64,26,60,42,80,53,38,64,61,41,85,74,86,71,87,99,91,81,1
1,1,1,44,2,5,4,1,1,3,9,7,6,5,5,6,6,6,6,6,6,4,4,7,100,39,100,41,100,23,100,62,88,32,94,30,95,24,89,32,100,62,100,44,100,42,73,65,100,40,95,69,83,42,87,57,88,64,96,37,90,39,100,65,100,60,68,63,100,41,5
1,1,3,76,2,9,4,1,1,2,11,6,5,6,5,6,6,6,6,6,6,6,4,3,34,32,46,46,43,42,33,31,77,78,82,83,74,77,79,79,91,91,86,86,91,90,91,89,80,81,61,61,91,89,91,89,44,45,63,62,64,64,62,62,82,82,71,70,84,83,4.333333333333333
1,1,1,41,2,24,5,1,1,3,3,5,2,2,2,2,2,2,2,2,2,1,1,1,72,45,100,48,100,42,100,40,100,12,100,19,87,18,100,20,80,39, , ,72,43, , ,86,40,76,45,49,37,79,43,100,17,81,19, , ,100,18,100,47,87,42,100,1,1
1,1,1,36,2,15,4,1,1,3,4,4,3,2,3,3,1,2,1,1,3,3,4,4,94,62,92,61,92,86,95,65,91,43,97,26,94,29,92,43,100,92,83,50,100,49,81,81,88,50,77,63,88,44,74,47,95,56,91,54,78,57,92,55,87,78,67,64,74,37,3.6666666666666665
1,1,2,59,2,17,3,1,1,3,8,5,5,6,4,2,3,4,5,3,6,5,3,3,87,35,84,63,81,63,78,40,59,57,67,65,75,66,69,74,88,88,82,74,78,80,58,59,83,74,58,67,64,67,56,75,69,79,63,59,67,72,65,75,77,60,68,77,81,58,3.6666666666666665
1,1,1,69,2,4,6,2,2,3,10,7,6,7,6,5,6,6,6,6,6,6,6,5,94,93,95,94,96,85,98,94,92,86,83,80,95,84,83,82,95,93,100,98,95,92,94,91,94,92,94,89,80,80,75,74,95,91,95,92,90,88,97,94,91,86,91,88,93,89,5.666666666666667
1,1,1,57,2,10,3,1,2,3,9,7,7,6,6,6,5,6,6,7,6,5,6,4,100,97,100,97,100,80,100,58,100,89,99,90,100,96,100,77,100,93,100,96,100,92,100,98,100,99,100,54,100,56,100,54,100,96,98,76,100,93,100,98,100,57,96,94,100,86,5
1,1,1,68,1,4,2,2,2,3,8,5,5,4,4,4,5,5,4,5,5,4,4,4,89,58,90,64,87,61,86,57,81,61,73,54,87,55,75,58,85,52,89,77,90,63,81,76,89,59,84,61,80,44,84,43,83,57,85,54,80,54,86,56,85,52,82,51,86,43,4
1,1,1,66,2,5,2,1,2,3,9,6,6,4,5,5,5,5,6,5,6,6,5,6,81,78,85,80,43,49,85,64,68,66,62,61,59,58,67,66,66,67,85,84,55,56,56,57,57,58, , ,42,42,38,36,79,80,79,78,78,69,83,82,63,63,51,49,80,74,5.666666666666667
1,1,1,72,2,4,4,1,2,3,11,7,7,5,6,5,7,6,6,6,7,6,6,4,79,50,84,50,92,62,89,50,50,50,75,50,67,50,77,50,92,50,89,61,94,50,87,50,93,59,90,59,72,50,75,44,92,64,87,60,68,50,86,50,89,50,50,50,50,50,5.333333333333333
1,1,1,55,1,8,4,1,1,3,8,5,4,4,3,3,5,2,5,5,5,3,2,3,100,100,100,100,100,79,100,17,79,42,87,35,87,30,70,50,100,99,100,83,90,85,72,91,100,85,83,49,85,6,65,21,92,20,84,21,75,33,100,23,79,50,79,74,92,49,2.6666666666666665
1,1,1,53,2,3,5,1,2,3,7,5,5,6,6,6,5,5,5,5,5,3,4,5,67,41,64,63,64,35,66,62,76,40,62,45,73,40,70,41,99,97,97,79,87,91,81,67,86,98,70,28,83,95,82,89,80,85,66,73,65,85,76,42,68,43,94,96,95,94,4
1,1,1,43,1,3,5,1,2,3,9,7,6,6,5,5,6,7,7,5,7,6,6,7,100,91,92,83,97,93,100,100,90,83,86,78,84,72,89,81,100,97,86,76,90,84,96,90,95,88,91,79,99,100,88,77,75,71,83,73,80,74,82,76,88,79,80,74,81,72,6.333333333333333
1,1,2,63,2,44,1,1,1,3,10,4,5,1,1,4,3,2,2,7,7,1,6,7,100,1,100,44,94,35,100,16,30,50,50,50,50,50,50,50,100,67,36,66,50,71,51,50,50,50,51,50,67,53,82,57,61,90,65,53,50,47,74,50,93,41,24,50,51,50,4.666666666666667
1,2,1,41,2,8,4,1,1,3,9,7,5,5,5,4,5,6,6,5,7,4,5,5,79,52,87,77,75,52,77,50,55,50,70,63,51,39,65,66,69,54,56,53,68,52,73,50,84,52,55,56,61,55,60,53,94,59,52,55,58,54,58,54,72,56,85,62,63,52,4.666666666666667
1,1,2,47,1,20,5,1,2,3,9,6,6,5,5,2,5,5,5,4,6,5,2,2,95,73,96,70,89,67,100,84,76,57,86,60,93,58,68,60,69,62,70,58,68,59,62,52,88,73,79,41,72,56,41,55,72,59,65,53,71,66,84,65,89,68,78,75,91,16,3
1,1,1,36,2,6,2,2,1,3,10,7,7,7,6,5,6,7,4,7,7,7,3,4,70,56,80,54,87,50,83,52,67,54,65,50,77,44,70,53,66,71,98,79,70,55,81,66,98,58,63,55,61,45,57,49,85,64,77,55,50,50,72,54,71,55,88,48,57,77,4.666666666666667
1,1,1,45,2,8,3,1,1,3,8,5,6,5,5,5,7,7,7,7,6,5,6,5,100,81,100,62,100,57,100,52,100,54,100,54,100,50,100,58,100,50,100,47,100,44,50,50,100,50,100,55,100,50,58,50,100,50,100,50,100,50,100,50,100,73,71,45,62,45,5.333333333333333
1,1,1,49,2,3,5,2,2,3,11,7,6,7,7,4,7,7,7,7,7,7,4,4,38,96,71,98,39,96,23,85,33,94,57,83,35,91,26,90,100,100,100,98,75,100,27,99,78,99,50,98,28,98,34,99,49,94,32,96,39,89,33,96,62,99,34,89,64,78,5
1,1,1,63,1,4,4,1,2,2,3,4,3,2,2,2,1,2,1,2,5,2,1,1,83,38,74,45,38,38,99,60,41,18,44,34,33,11,43,31,80,72,100,19,17,9,65,36,100,14,5,1,30,1,27,1,33,27,24,1,22,1,79,19,10,29,25,29,3,31,1.3333333333333333
1,1,1,43,2,14,2,1,1,3,9,4,5,4,4,3,2,2,3,5,5,1,1,1,70,29,76,63,17,15,59,49,38,17,50,34,33,13,50,37,86,86,45,32,68,42,43,67,87,70,100,50,27,25,1,1,22,22,83,39,78,33,89,57,22,22,33,30,73,26,1
1,1,1,59,2,28,4,1,2,2,9,7,7,7,6,5,7,6,6,5,6,6,5,4,100,92,98,93,96,95,96,95,94,94,93,90,95,92,89,91,94,87,82,79,86,72,87,82,86,76,77,74,95,89,93,93,100,88,93,93,94,92,95,94,89,88,86,83,59,42,5
1,1,1,55,1,2,6,2,2,3,9,7,5,5,5,5,6,6,6,7,6,7,7,7,100,98,100,98,99,98,100,99,98,78,97,89,92,82,98,64,99,99,100,97,99,99,100,100,79,79,99,89,87,87,89,80,100,81,99,76,91,94,95,74,95,90,97,97,100,78,7
1,1,1,32,1,5,4,1,2,3,10,6,6,6,5,3,5,6,5,4,5,3,3,3,84,63,97,57,99,70,99,80,87,66,88,54, , ,68,53,90,61, , ,74,55,81,56,88,55,90,45,77,50,83,45,82,70,81,56,69,46,82,66,84,54,100,54,72,39,3
1,1,1,68,2,32,2,2,1,3,11,6,6,7,6,6,6,6,6,7,6,5,6,7,100,93,96,84,99,94,99,97,88,61,98,62,90,59,97,76,94,62,96,47,85,73,83,72,52,45,91,41,88,46,72,43,80,46,89,50,89,45,84,54,51,59,94,66,73,68,6
1,1,2,51,2,10,3,2,1,2,11,7,6,7,6,6,7,5,6,7,7,7,7,7,100,83,100,83,100,82,100,90,100,80,83,82,100,77,93,75,100,99,100,79,100,77,100,100,100,93,100,84,100,80,100,83,100,88,100,83,100,68,100,100,100,100,100,78,100,70,7
1,1,1,56,2,1,5,1,2,3,8,5,5,5,5,4,5,5,5,6,6,4,4,6,72,67,75,69,77,66,83,69,55,52,62,57,68,58,54,53,75,69,79,69,78,69,74,65,73,61,73,56,69,53,77,63,67,59,66,56,67,55,66,52,46,55,51,53,57,51,4.666666666666667
1,1,1,47,2,22,4,1,1,3,6,5,5,5,4,4,5,5,5,5,6,5,5,5,85,98,78,70,100,60,99,78,62,65,72,63,46,45,65,60,99,73,57,43,87,81,86,68,80,86,84,65,82,85,76,91,94,92,100,79,75,68,100,95,67,65,94,59,100,59,5
1,1,1,36,2,10,3,1,2,2,11,7,7,6,6,5,7,7,7,7,7,6,6,7,84,65,80,59,100,71,51,45,90,75,93,84,100,99,100,100,88,61,90,53,58,53,72,58,75,54,73,40,55,45,57,55,44,42,31,38,53,43,52,67,73,82,55,53,57,49,6.333333333333333
1,1,1,49,2,6,5,2,2,3,11,6,6,5,6,4,6,6,6,5,6,6,5,2,100,50,100,50,100,38,100,50,100,50,97,50,100,36,62,50,82,62,90,52,87,56,87,55,75,49,54,50,90,50,57,50,91,50,88,50,51,50,97,50,94,45,60,54,79,50,4.333333333333333
1,1,2,49,2,6,3,1,1,3,7,5,4,3,3,4,4,4,2,4,5,6,6,5,100,15,95,43,74,62,100,16,83,53,82,59,100,39,73,61,92,72,97,66,91,30,76,62,88,42,96,60,27,76,26,82,100,44,95,30,24,70,100,41,99,43,30,56,100,26,5.666666666666667
1,1,1,44,2,3,5,1,2,3,5,6,4,4,5,3,4,4,4,4,5,4,3,3,92,83,85,71,66,64,95,78,86,37,81,47,96,6,68,58,81,75,76,58,65,66,64,60,76,66,50,50,67,46,54,51,75,57,72,52,55,50,78,61,59,53,74,55,51,46,3.3333333333333335
1,1,3,46,2,20,5,1,1,2,10,6,5,4,5,3,6,6,4,5,6,3,3,3,100,93,95,97,100,13,100,69,100,83,77,66,100,36,100,59,100,97,97,45,97,29,92,65,97,62,90,73,70,50,30,50,92,65,88,71,91,87,95,50,93,42,69,34,100,5,3
1,1,3,62,2,12,3,2,1,2,9,6,6,5,6,5,6,6,5,5,6,6,6,6,100,93,100,92,100,94,100,92,100,90,100,91,100,92,95,90,100,95,100,77,100,91,100,72,100,77,100,83,100,83,91,72,100,69,100,85,95,59,100,75,100,91,82,59,100,51,6
1,1,2,41,1,38,3,2,2,3,6,5,3,4,5,1,3,3,3,3,3,3,6,6,100,45,98,47,100,41,100,45,83,34,93,5,65,1,87,6,100,55,100,53,100,50,100,52,100,35,50,49,1,49,50,45,62,100,83,49,53,44,48,50,65,46,30,46,92,18,5
1,1,3,66,2,50,4,2,1,2,3,2,2,1,2,1,2,1,2,1,2,1,3,2,87,50,50,50,78,50,50,50,50,32,79,23,87,18,80,34,85,50,90,50,90,50,74,50,84,50,50,50,73,50,50,50,81,50,84,1,83,19,95,27,89,50,50,34,98,1,2
1,1,2,35,2,16,3,1,1,3,8,6,6,5,5,4,4,5,4,5,7,3,3,5,92,40,90,41, , ,91,22,89,32,88,41,93,26,81,46,100,48,95,47,93,38,80,49,95,48,94,47,92,32,77,41,91,49,90,49,93,40,93,43,78,53,89,34,88,39,3.6666666666666665
1,1,1,61,2,10,5,1,1,3,1,2,3,1,1,6,1,1,1,1,1,1,1,1,100,30,98,1,99,2,100,1,99,2,50,36,50,20,56,27,99,74,99,60,98,76,78,80,97,61,97,75,98,74,97,90,99,15,89,4,65,8,99,4,100,1,62,61,50,5,1
1,1,1,45,2,8,3,1,1,3,5,4,3,3,3,1,2,2,2,2,4,2,1,1,77,26,99,55,92,53,89,22,70,50, , ,76,52,59,52,90,69,96,50,90,51,97,55,98,49,62,52,89,54,60,48,91,52,96,52,46,48,92,54,99,52,90,54,93,24,1.3333333333333333
1,1,1,50,2,15,4,1,1,3,11,6,6,6,6,5,6,6,4,4,6,4,4,3,83,62,85,62,76,51,83,60,66,63,79,73,86,60,89,69,88,80,88,68,83,63,64,57,87,67,84,68,95,87,70,75,85,90,89,80,79,69,74,88,92,78,61,53,73,55,3.6666666666666665
1,1,1,65,2,3,6,1,1,3,8,6,6,6,6,4,4,4,4,4,5,5,4,4,100,50,100,49,100,50,100,48,100,50,100,39,100,15,100,52,99,77,100,81,100,50,100,80,100,86,100,50,100,34,100,33,100,49,100,50,50,49,100,50,100,50,51,47,93,45,4.333333333333333
1,1,1,53,1,1,5,2,2,3,9,7,6,6,6,6,6,6,4,4,6,6,4,4,97,93,99,94,92,85,93,90,72,50,50,50,76,42,50,50,94,65,97,76,83,81,75,50,99,50,60,51,75,56,88,58,84,58,94,62,85,51,91,60,75,50,80,74,99,50,4.666666666666667
1,1,1,55,1,2,6,2,2,3,6,3,3,3,3,2,2,2,3,2,3,2,2,2,49,49,49,49, , ,41,42,52,52,53,53,52,55,55,54,54,54,57,57,53,55,54,54,55,52,53,53,49,45,52,52,53,52, , ,48,47, , ,52,52, , ,33,32,2
1,1,1,51,2,6,3,1,1,3,9,7,6,6,6,5,6,6,5,6,7,5,3,2,84,85,89,68,72,71,88,23,86,84,87,92,80,60,39,69,93,92,86,88,91,88,45,75,84,82,24,50,64,62,21,46,77,53,28,49, , ,82,72,84,83,26,52,91,50,3.3333333333333335
1,1,1,39,2,5,3,1,1,3,7,5,5,4,3,5,4,2,2,4,5,1,1,1,76,34,72,29,80,27,99,31,72,45,81,34,87,41,71,38,89,51,86,39,90,40,91,51,94,43,89,31,88,52,81,52,87,34,93,36,84,32,84,31,94,27,68,39,80,50,1
1,1,1,53,2,5,4,1,1,3,9,5,5,5,4,4,2,4,2,6,6,4,2,2,80,8,83,32,44,24,63,63,52,51,100,79,100,58,89,51,100,48,94,87,100,85,89,85,82,50,99,36,99,61,53,74,100,76,94,47,81,32,97,74,92,76,94,40,100,29,2.6666666666666665
1,1,1,28,1,6,6,2,2,2,8,6,6,4,4,5,5,5,5,6,6,6,6,7,73,49,81,69,90,68,86,50,71,48,71,50,67,50,50,50,91,57,96,49,70,50,66,50,75,48,87,58,78,50,61,49,85,47,89,49,88,42,86,44,73,59,86,39,63,45,6.333333333333333
1,1,3,59,2,5,5,2,1,3,7,6,5,5,4,2,4,4,4,5,5,4,5,2,69,48,53,49,64,48,50,50,64,58,82,63,67,50,70,50,97,61,93,48,66,50,76,49,69,50,71,50,75,59,70,50,75,44,85,50,63,50,63,50,71,47,58,50,78,26,3.6666666666666665
1,1,1,49,2,4,4,1,1,3,9,6,5,5,5,3,4,4,5,5,4,3,3,3,100,16,100,18,100,8,100,27,92,28,94,23,95,31,95,24,98,48,97,48,100,44,88,50,100,50,97,1,95,33,69,47,100,43,98,44,99,24,99,41,92,46,89,39,95,50,3
1,1,2,48,2,2,5,2,2,3,11,7,7,7,7,6,7,7,7,7,7,6,6,6,61,61,60,63,59,61,61,60,72,84,65,62,73,67,69,67,62,62,63,69,60,59,57,60,66,66,56,56,61,60,57,64,64,61,56,59,64,63,61,59,63,62,58,60,61,59,6
1,1,2,49,2,16,4,1,2,3,11,7,5,5,5,5,6,5,4,6,6,6,4,2,85,46,86,66,90,72,90,54,80,60,75,60,71,57,68,50,73,50,50,50,82,64,38,50,78,50,79,54,46,66,37,51,81,70,83,68,69,54,83,68,76,54,65,66,54,74,4
1,1,2,39,2,30,3,1,1,3,7,6,4,4,4,3,3,4,3,4,3,2,3,5,83,66,74,55,44,43,91,53,80,63,69,46,98,46,91,47,86,76,90,77,49,46,39,71,82,42,81,58,93,37,75,57,57,52,83,60,66,46,60,45,85,64,73,41,46,40,3.3333333333333335
1,1,2,51,2,5,5,2,1,2,9,5,6,5,5,4,6,5,5,6,7,5,6,4,100,47,100,64,100,76,100,50,100,39,100,44,100,37,100,47,94,69,100,89,100,41,87,78,100,72,100,85,86,39,77,35,88,75,100,75,95,87,95,81,100,86,100,81,100,46,5
1,1,1,56,1,1,4,1,2,2,3,2,2,2,2,1,2,2,1,1,2,1,1,1,79,79,89,71,88,51,100,61,77,47,75,46,66,42,70,48,100,100,95,48,89,65,100,51,44,57,59,49,93,29,65,52,83,57,81,47,74,42,78,50,61,49,59,45,77,45,1
1,1,1,44,1,1,6,1,2,3,8,6,7,7,6,5,3,6,5,4,7,5,3,5,100,50,100,50, , ,100,50,86,45,86,41,85,34,85,50, , , , ,94,50,100,50,94,50,82,50,74,29,94,35,94,67,92,74,73,70,95,84,89,50,65,50,100,43,4.333333333333333
1,1,1,23,2,15,3,1,2,3,11,5,4,4,7,5,3,4,2,1,7,5,4,6,88,52,85,51,74,51,100,51,86,50,100,28,100,20,100,33,100,51,100,73,100,63,68,53,100,52,90,65,84,53,55,52,100,63,89,63,85,60,84,67,68,49,100,23,70,36,5
1,1,1,55,1,4,6,1,2,3,9,4,4,4,3,3,5,5,4,4,5,3,3,3,100,50,100,50,100,50,100,50,50,50,100,37,100,38,88,46,100,50,100,50,100,50,100,50,100,44,100,44,100,50,100,45,100,50,100,41,85,50,100,48,100,50,100,42,100,41,3
1,1,1,64,2,3,6,1,2,3,11,7,7,7,7,7,7,7,7,7,7,7,7,7,92,68,73,68, , ,100,74,65,64,73,48,89,77,53,50,92,88,80,85,85,100,78,90,100,100, , ,56,58,44,48,57,86,67,65,49,53,50,57,91,88,86,59,100,91,7
1,1,3,57,2,8,4,2,1,2,10,6,6,5,6,5,6,6,6,6,6,5,5,5,89,89,88,89,86,84,86,75,67,86,69,77,72,77,78,75,92,90,66,71,79,87,57,69,69,61,78,62,70,83,70,86,80,90,79,90,77,88,84,93,82,63,70,71,83,85,5
1,1,1,46,1,5,4,1,2,3,8,5,5,4,3,6,4,5,1,3,7,3,1,5,97,45,95,54,99,55,98,55,54,54,53,50,51,41,50,54,83,57,100,52,96,39,86,52,95,39,78,36,67,66,73,72,78,74,74,71,62,54,55,55,56,56,50,53,71,64,3
1,1,1,80,2,3,6,1,2,3,9,6,5,5,5,6,5,6,6,5,6,5,6,6,43,44,50,50,40,40,50,50,50,50,50,50,51,50,50,50,50,50,50,50,51,50,51,50,51,50,50,50,37,38,33,31,50,50,54,56,41,38,56,58,50,50,37,36,51,50,5.666666666666667
1,2,1,54,1,2,5,2,2,3,9,6,6,5,5,5,5,5,6,5,5,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,50,50,50,50,50,63,50,43,49,47,50,50,50,50, , ,50,62,50,50,4.333333333333333
1,1,1,52,2,10,4,1,1,3,10,6,6,6,5,5,5,5,6,6,6,5,4,6,97,44,98,49,95,50,97,50,81,39,94,44,93,43,89,43,95,50,93,83,95,33,89,49,86,50, , ,81,37,28,38,76,45,85,43,65,43,92,47,85,47,78,41,90,41,5
1,1,2,49,2,8,6,1,1,3,9,7,6,5,5,2,2,6,3,5,4,3,2,2,96,82,91,60,98,39,96,94,71,30,77,39,87,35,82,27,94,93,62,53,92,84,67,83,71,83,100,72,63,71,79,72,99,98,89,87,96,58,89,88,96,69,60,44,73,34,2.3333333333333335
1,1,1,46,2,1,5,2,2,3,10,6,6,7,6,4,6,7,1,7,7,6,1,1,85,84,100,100,100,91,100,93,100,90,92,91,100,89,88,88,100,100,100,81,81,81,100,84,100,79,88,78,80,74,100,79,100,90,100,76,100,88,100,81,100,89,100,89,100,50,2.6666666666666665
1,1,2,42,2,70,2,1,1,3,8,5,3,2,4,5,3,3,3,3,4,3,5,3,100,46,92,49,92,36,100,8,86,51,75,48,87,41,86,49,81,54,66,53,65,52,63,51,61,47,84,30,57,56,55,52,83,47,84,52,69,51,75,51,90,56,52,49,72,49,3.6666666666666665
1,1,1,55,2,5,1,1,1,3,8,7,5,5,5,4,6,5,5,4,5,4,3,5,51,44,88,47,55,56,61,53,51,47,58,50,62,40,61,46,75,50,62,53,61,46,50,50,58,50,69,45,32,50,39,50,62,63,53,55,54,50,55,52,56,50,35,50,73,46,4
1,1,1,47,2,5,5,1,1,3,8,6,6,4,4,5,1,7,1,2,1,1,1,1,88,1,97,4,50,32,100,47,50,50,3,67,99,81,99,67,50,50,100,50,100,50,22,59,100,77,100,1,80,19,89,27,97,50,94,64,77,30,100,50,100,41,14,50,83,50,1
1,1,1,43,2,4,6,1,1,2,8,5,6,7,6,6,5,6,5,5,6,5,6,5,7,5,10,6,6,2,11,2,42,41,14,11,12,10,17,2,93,95,9,5,10,3,46,60,95,97,38,26,54,58,38,38,86,96,64,63,58,59,84,78,27,28,19,13,17,11,5.333333333333333
1,1,1,50,2,33,3,2,1,2,8,7,6,6,1,3,1,4,3,5,5,1,4,4,89,39,100,1,92,14,96,7,78,56,36,55,59,51,42,53,70,64,46,61,46,59,15,51,48,57,71,14,22,55,12,49,79,24,18,3,74,67,92,15,86,18,29,84,44,44,3
